Var1	CFU_E	INT_E	LATE_E	PRO_E
ADAM28	0.486477674312675	0.296025392878845	0.265132708315537	0.349533115193421
ADCY8	0.00592454003448109	0.00436785490552257	-0.00691268716225034	-0.0289799382962254
AFF1	2.58026210300926	3.02073273666204	3.79139627290645	2.69094471991726
AFM	-0.135408667795684	-0.0933750746469939	-0.115460730450058	-0.116826657630558
AFP	-0.0809510943040656	0.00350809796163288	-0.0853098354933866	-0.0542467304770243
AKAP12	0.121026143426693	0.0913231682423105	0.165231972636693	0.107714703001124
ALDH1A3	-0.0739753814300024	-0.0622674216988958	-0.0714929661166995	-0.0874646991317121
ALPPL2	-0.0165541536392151	-0.00994883496665501	-0.00509481641112009	-0.0358721755083134
AMOT	0.00142258955654266	0.0391742858790207	-0.0561559459589616	0.0230623312785405
ANGPT2	0.0544480823140705	0.0664914120383955	0.0459206292404727	0.0991826813083042
ANP32A-IT1	0.344827709670672	0.279781792863061	0.18076903518959	0.313486439851537
ARHGAP24	-0.0265630716404755	-0.0562355920531087	0.0129576740614829	-0.0347058921958674
ARHGAP44	-0.0318734888207916	-0.0727214092478854	0.0185498019397334	-0.0399478537249781
ASCC3	1.39331370355661	1.56553269736033	1.12087662102006	1.49341732445428
ASPHD1	-0.0468333105235773	-0.0310672619672698	0.0318762290019794	-0.0777534651208892
ASTN2	0.0826709635606706	0.099594407362507	0.0798972556171694	0.135675193674811
BET1L	0.390469694436994	0.186720846279809	0.647577364556885	0.335457241076195
BHMT2	0.00842881118639127	0.0309534662748196	0.0274801148793053	0.0442610976306511
BNC1	-0.0379943697334554	-0.0418323103795511	-0.0500212433959448	-0.0698385296828202
C10orf12	1.105413646833	1.1655394261964	0.755582554399067	1.00931533865954
C12orf10	0.700106403322043	0.548074731942649	0.174292333607537	0.770173375514377
CA12	0.14535278547231	0.102951209135245	0.202460051589386	0.129311716469638
CACNA1F	-0.042766144701999	-0.0419025742706863	-0.0135088498026199	-0.069313327045556
CADM3-AS1	0.0402853240522582	-0.0850415651666809	0.0186277354800559	-0.009078681669223
CAV1	0.211688839828945	0.105522022091002	0.157958648737631	0.154779797390815
CCDC57	0.149548122607757	0.126876910115226	0.147453214951223	0.0838633019518915
CDSN	0.231924677797937	0.28132766211511	0.251534915546033	0.24242988518078
CEBPA-AS1	0.0739740284900736	0.0156130223180032	0.058825922310418	0.0875765100085247
CFP	-0.0208560635929053	-0.13276648008199	0.00970982274432196	-0.0474650805364609
CH25H	0.0950256133302474	0.0999032356106375	0.135227521744244	0.0699413879468469
CHRM4	0.0256716336952902	-0.011568342417701	0.00109526555389513	0.00457865071674324
CHST1	-0.0376885149964348	0.0376982126671637	-0.012699934153282	-0.0369852325842622
COL5A3	0.0432688809431743	-0.0187818672322857	0.0172857624431377	0.0281694681743974
COLGALT2	-0.0200189979010869	-0.0258063520326559	0.0485673297615613	-0.0818251890091249
COX7A1	-0.190276295874099	-0.130660077464	-0.0976967782509176	-0.103790729214262
CTNNA3	0.025914237196917	-0.0310044496918558	0.0169829156769428	0.0036568899429573
CXCL5	0.119843649330144	0.277655107768864	0.184816147406127	0.157007011936521
CYP1A1	-0.153921243853579	-0.119823122587117	-0.0660156826056499	-0.139975795708243
CYP2A13	-0.154820240405211	-0.0760923374038711	-0.128247017219036	-0.152786473614691
CYP2A7P1	0.00485629223629089	-0.0104842329060403	0.00200085194289836	0.0112781412741296
CYP2C8	-0.0533867115711005	0.0321257333184909	-0.0284169821211055	-0.065789316314349
DDAH2	0.265429260683858	0.238698857905459	0.366064786658518	0.189389174530529
DHPS	0.786066527303622	0.591272197554487	1.02589876721253	0.738361409621205
DLX6	0.0190425107968704	0.0346037221450039	0.0816054558036051	0.0446856367555019
DMWD	0.339726834591508	0.271397561196628	0.406596247651891	0.340263024647343
ECM2	-0.0886403546580356	-0.0486603939706624	-0.0110962062908894	-0.0452522980184065
EFEMP2	0.0469972608033939	0.148147040401546	0.195639793610917	0.129914729890703
EHBP1L1	0.206693293991997	0.536337694908775	0.368768243064028	0.36101595081075
EPO	-0.0755961703208767	-0.0118845921687462	-0.0406535262264413	-0.0344096047797409
ESRRA	0.425855490748623	0.287386326670887	0.330538922010806	0.347790808747217
F2	-0.0826890390037944	-0.059613093695109	-0.0415447759981568	-0.0553751055240453
FABP2	-0.103726301302009	-0.0606788597683482	0.0115126802544039	-0.0506027966784955
FAM110B	-0.104724729407366	-0.037893672550975	0.0358203622071184	-0.0459990012109968
FAM131B	-0.00650037265647742	-0.016427986551707	-0.00391807350739886	0.0126632908457167
FOXC1	-0.00736029642655782	-0.00493592964086932	0.0118685450352952	-0.0193097315519248
FUCA1	0.778661410868051	0.884830234290857	1.11412200337537	0.761311832414802
FXYD7	0.0520165568578417	0.0218184362185914	0.0475329217011147	0.0670580569694992
GAD2	-0.00429995743758932	-0.01682963281092	0.00709729421073624	-0.0540353743148265
GAS2L1	0.313175808412119	0.648310300592407	1.27714936944446	0.353359971992842
GC	-0.0609579736885423	-0.0843705061212255	-0.0535150455529655	-0.0435769398344726
GCA	1.10232833822275	1.44759013495898	0.702054558328306	1.1534828887587
GLDC	-0.0142409461069141	-0.0240176787158114	-0.0135601050316137	-0.00205806071804461
GMEB1	0.858409300068458	0.969648909378492	0.531664094545357	0.78647465208883
GRIK1	0.0445375507571694	-0.0373153920645314	0.10765860492557	0.0386653406950805
GRK1	-0.17488466583219	-0.14143448940989	-0.101344177505684	-0.148547870397898
GRM1	0.0252690327506276	0.0159051656352192	0.00926055392340562	0.0124599845501266
GSTO1	1.63676749097747	1.55155530153585	1.37095528845396	1.51929671208013
GZMH	0.149687248002388	-0.00139545388444698	0.0460587988795982	0.0647400277488678
HGD	0.0605993139580964	0.111817816277056	0.154203779344775	0.108592038143937
HIST1H3F	0.796470490575415	0.841940351971135	0.764527703781653	0.801014499459913
